financialdata_symbol,financialdata_ticker,financialdata_exchange,financialdata_name,financialdata_review_scope,official_ticker,official_exchange,official_name,official_isin,official_source_key,official_reference_scope,decision,reason,financialdata_review_queue,review_priority,review_strategy,apply_eligibility,verification_evidence_required,recommended_next_source,source_gate,financialdata_discovery_context,official_identity_context,supplement_review_context
PSH.L,PSH,LSE,Pershing Square Holdings Ltd.,current_exchange_gap,PSH,LSE,PERSHING SQUARE HOLDINGS LTD,GG00BPFJTF46,lse_price_explorer,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=LSE;financialdata_ticker=PSH;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=LSE;official_ticker=PSH;official_source_key=lse_price_explorer;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
ROO.L,ROO,LSE,Roofoods Ltd,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=LSE;financialdata_ticker=ROO;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
SDP.L,SDP,LSE,Schroder AsiaPacific Fund,current_exchange_gap,SDP,LSE,SCHRODER ASIAPACIFIC FUND PLC,GB0007918872,lse_price_explorer,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=LSE;financialdata_ticker=SDP;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=LSE;official_ticker=SDP;official_source_key=lse_price_explorer;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
SDY.L,SDY,LSE,Speedy Hire plc,current_exchange_gap,SDY,LSE,SPEEDY HIRE PLC,GB0000163088,lse_price_explorer,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=LSE;financialdata_ticker=SDY;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=LSE;official_ticker=SDY;official_source_key=lse_price_explorer;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
SHED.L,SHED,LSE,Urban Logistics REIT,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=LSE;financialdata_ticker=SHED;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
SHEL.L,SHEL,LSE,Shell plc,current_exchange_gap,SHEL,LSE,SHELL PLC,GB00BP6MXD84,lse_price_explorer,exchange_directory,skip,isin_already_exists_in_database,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,existing_database_isin_confirms_no_supplement_needed_or_cross_listing_review,Existing database ISIN evidence plus cross-listing review before any supplemental listing.,Do not duplicate an existing database ISIN without explicit cross-listing review.,financialdata_exchange=LSE;financialdata_ticker=SHEL;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=LSE;official_ticker=SHEL;official_source_key=lse_price_explorer;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=isin_already_exists_in_database;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=existing_database_isin_confirms_no_supplement_needed_or_cross_listing_review
SMIN.L,SMIN,LSE,Smiths Group plc,current_exchange_gap,SMIN,LSE,SMITHS GROUP PLC,GB00B1WY2338,lse_price_explorer,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=LSE;financialdata_ticker=SMIN;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=LSE;official_ticker=SMIN;official_source_key=lse_price_explorer;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
SXS.L,SXS,LSE,Spectris plc,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=LSE;financialdata_ticker=SXS;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
VED.L,VED,LSE,Vedanta Resources Limited,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=LSE;financialdata_ticker=VED;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
VOD.L,VOD,LSE,Vodafone Group Public Limited Company,current_exchange_gap,VOD,LSE,VODAFONE GROUP PLC,GB00BH4HKS39,lse_price_explorer,exchange_directory,skip,isin_already_exists_in_database,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,existing_database_isin_confirms_no_supplement_needed_or_cross_listing_review,Existing database ISIN evidence plus cross-listing review before any supplemental listing.,Do not duplicate an existing database ISIN without explicit cross-listing review.,financialdata_exchange=LSE;financialdata_ticker=VOD;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=LSE;official_ticker=VOD;official_source_key=lse_price_explorer;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=isin_already_exists_in_database;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=existing_database_isin_confirms_no_supplement_needed_or_cross_listing_review
