listing_key,ticker,exchange,asset_type,name,gap_class,source_of_truth_outcome,core_action,fill_action,review_needed,recommended_next_source,source_gate,official_source_context,official_capability,official_masterfile_match,official_masterfile_sources,official_masterfile_sector_values,official_masterfile_exposes_sector,weak_sector_resolution_queue,residual_decision,review_bucket,review_priority,apply_eligibility,verification_evidence_required,review_strategy,recommended_next_action
OSL::SMCRT,SMCRT,OSL,Stock,SmartCraft ASA,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::GOLI,GOLI,SEM,Stock,NUMERAL LTD - (USD),official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::LAVA,LAVA,SEM,Stock,LAVASTONE LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
BK::AAYAN,AAYAN,BK,Stock,Aayan Leasing and Investment,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: boursa_kuwait_stocks.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=boursa_kuwait_stocks;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,boursa_kuwait_stocks,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
BK::AAYANRE,AAYANRE,BK,Stock,Aayan Real Estate Co KSCP,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: boursa_kuwait_stocks.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=boursa_kuwait_stocks;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,boursa_kuwait_stocks,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
BK::ABAR,ABAR,BK,Stock,"Burgan Company for Well Drilling, Trading and Maintenance",official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: boursa_kuwait_stocks.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=boursa_kuwait_stocks;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,boursa_kuwait_stocks,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
BK::ACICO,ACICO,BK,Stock,Acico Industries,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: boursa_kuwait_stocks.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=boursa_kuwait_stocks;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,boursa_kuwait_stocks,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
BK::AINS,AINS,BK,Stock,Al Ahleia Insurance Co S.A.K.P.,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: boursa_kuwait_stocks.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=boursa_kuwait_stocks;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,boursa_kuwait_stocks,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
BK::ALAQARIA,ALAQARIA,BK,Stock,Kuwait Real Estate Holding,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: boursa_kuwait_stocks.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=boursa_kuwait_stocks;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,boursa_kuwait_stocks,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
BK::ALDEERA,ALDEERA,BK,Stock,Al Deera Holding,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: boursa_kuwait_stocks.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=boursa_kuwait_stocks;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,boursa_kuwait_stocks,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
BK::ALFTAQA,ALFTAQA,BK,Stock,Action Energy Company K.S.C.C,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: boursa_kuwait_stocks.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=boursa_kuwait_stocks;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,boursa_kuwait_stocks,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
BK::ALIMTIAZ,ALIMTIAZ,BK,Stock,Al Imtiaz Investment Group,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: boursa_kuwait_stocks.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=boursa_kuwait_stocks;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,boursa_kuwait_stocks,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
BK::ALKOUT,ALKOUT,BK,Stock,Al Kout Industrial Projects,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: boursa_kuwait_stocks.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=boursa_kuwait_stocks;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,boursa_kuwait_stocks,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
BK::ALMANAR,ALMANAR,BK,Stock,AL-MANAR FINANCING AND LEASING CO KSCP,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: boursa_kuwait_stocks.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=boursa_kuwait_stocks;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,boursa_kuwait_stocks,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
BK::ALOLA,ALOLA,BK,Stock,First Investment,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: boursa_kuwait_stocks.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=boursa_kuwait_stocks;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,boursa_kuwait_stocks,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
