listing_key,ticker,exchange,asset_type,name,instrument_scope,scope_reason,quality_status,issue_types,source_gap_field,source_gap_class,source_of_truth_outcome,scope_decision,otc_review_decision_status,metadata_enrichment_gate,deepseek_decision_candidate,deepseek_confidence,deepseek_evidence_needed,deepseek_rationale,deepseek_do_not_apply_reason,review_queue,review_gate,recommended_next_action
OTC::VMTHF,VMTHF,OTC,Stock,,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.1,"Official source confirming the instrument's listing details, issuer, ISIN, and asset type.",The instrument currently has an extended OTC listing but lacks any official reference data; verification is required before any metadata enrichment or scope decision application.,Missing official evidence to confirm instrument details and scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VNLEF,VNLEF,OTC,Stock,Vanoil Energy Ltd,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.1,"Official source confirming the instrument's listing details, issuer, ISIN, and asset type.",The instrument currently has an extended OTC listing but lacks any official reference data; verification is required before any metadata enrichment or scope decision application.,Missing official evidence to confirm instrument details and scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VNMHF,VNMHF,OTC,ETF,,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.1,"Official source confirming the instrument's listing details, issuer, ISIN, and asset type.",The instrument currently has an extended OTC listing but lacks any official reference data; verification is required before any metadata enrichment or scope decision application.,Missing official evidence to confirm instrument details and scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VNTN,VNTN,OTC,Stock,VentureNet Capital Group Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.1,"Official source confirming the instrument's listing details, issuer, ISIN, and asset type.",The instrument currently has an extended OTC listing but lacks any official reference data; verification is required before any metadata enrichment or scope decision application.,Missing official evidence to confirm instrument details and scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VNTRF,VNTRF,OTC,Stock,Venator Materials PLC,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.1,"Official source confirming the instrument's listing details, issuer, ISIN, and asset type.",The instrument currently has an extended OTC listing but lacks any official reference data; verification is required before any metadata enrichment or scope decision application.,Missing official evidence to confirm instrument details and scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VOHO,VOHO,OTC,Stock,Volcan Holdings Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.1,"Official source confirming the instrument's listing details, issuer, ISIN, and asset type.",The instrument currently has an extended OTC listing but lacks any official reference data; verification is required before any metadata enrichment or scope decision application.,Missing official evidence to confirm instrument details and scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VOIS,VOIS,OTC,Stock,Mind Solutions Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.1,"Official source confirming the instrument's listing details, issuer, ISIN, and asset type.",The instrument currently has an extended OTC listing but lacks any official reference data; verification is required before any metadata enrichment or scope decision application.,Missing official evidence to confirm instrument details and scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VOYT,VOYT,OTC,Stock,Voyant International Corp,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.1,"Official source confirming the instrument's listing details, issuer, ISIN, and asset type.",The instrument currently has an extended OTC listing but lacks any official reference data; verification is required before any metadata enrichment or scope decision application.,Missing official evidence to confirm instrument details and scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VPHIF,VPHIF,OTC,Stock,Valeo Pharma Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official listing confirmation or exchange filing (e.g., SEC filing, OTC Markets profile, issuer press release) to validate the OTC listing and company identity.",The record has a source gap with no official reference; metadata enrichment cannot proceed without verification of the legal listing and instrument details.,Missing official reference; cannot apply scope or metadata changes.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VPOR,VPOR,OTC,Stock,Vapor Group Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official listing confirmation or exchange filing (e.g., SEC filing, OTC Markets profile, issuer press release) to validate the OTC listing and company identity.",The record has a source gap with no official reference; metadata enrichment cannot proceed without verification of the legal listing and instrument details.,Missing official reference; cannot apply scope or metadata changes.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VPRO,VPRO,OTC,Stock,Viropro Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official listing confirmation or exchange filing (e.g., SEC filing, OTC Markets profile, issuer press release) to validate the OTC listing and company identity.",The record has a source gap with no official reference; metadata enrichment cannot proceed without verification of the legal listing and instrument details.,Missing official reference; cannot apply scope or metadata changes.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
